StudentId,CourseId,Section no,seat no
3757,25,1,37
3758,79,1,65
3758,124,2,54
3758,4,2,66
3758,9,1,62
3759,4,1,48
3759,146,2,49
3759,98,2,43
3760,106,1,39
3760,118,2,45
3760,98,2,44
3761,41,2,40
3761,123,1,43
3761,46,1,48
3762,97,1,51
3762,59,2,61
3762,83,1,40
3762,29,1,44
3763,63,2,51
3763,85,1,40
3763,4,2,67
3764,85,2,45
3764,109,2,51
3764,118,2,46
3765,85,2,46
3765,83,1,41
3765,84,1,48
3766,41,2,41
3766,42,2,67
3766,99,2,66
3767,32,1,37
3767,74,1,47
3767,3,1,43
3768,65,1,35
3768,74,2,46
3768,124,2,55
3769,138,1,41
3769,79,1,66
3769,112,2,48
3770,108,2,38
3770,132,1,49
3770,137,1,57
3771,100,1,46
3771,42,2,68
3771,70,2,40
3772,15,2,36
3772,149,1,39
3772,29,1,45
3773,149,1,40
3773,124,1,33
3773,117,1,59
3773,75,1,62
3774,10,2,35
3774,118,2,47
3774,13,1,50
3775,74,2,47
3775,124,1,34
3775,32,1,38
3776,124,2,56
3776,138,1,42
3776,85,1,41
3777,75,1,63
3777,42,2,69
3777,9,1,63
3778,75,1,64
3778,85,1,42
3778,97,1,52
3779,9,1,64
3779,63,2,52
3779,108,1,53
3780,125,2,52
3780,117,1,60
3780,138,1,43
3781,111,2,52
3781,106,1,40
3781,118,2,48
3782,97,1,53
3782,86,2,63
3782,46,1,49
3783,9,1,65
3783,54,2,42
3783,59,2,62
3783,65,2,44
3784,136,2,52
3784,46,1,50
3784,108,1,54
3784,129,2,49
3785,85,1,43
3785,20,2,36
3785,75,1,65
3786,42,2,70
3786,134,1,67
3786,106,1,41
3786,41,2,42
3787,66,1,38
3787,132,1,50
3787,113,1,34
3788,145,1,36
3788,3,2,47
3788,106,1,42
3788,132,1,51
3789,124,2,57
3789,106,1,43
3789,137,1,58
3790,108,2,39
3790,112,2,49
3790,85,2,47
3790,70,2,41
3791,79,1,67
3791,123,1,44
3791,109,2,52
3792,75,1,66
3792,97,1,54
3792,113,1,35
3793,3,1,44
3793,97,1,55
3793,132,1,52
3793,42,2,71
3794,32,1,39
3794,46,2,62
3794,136,2,53
3795,132,1,53
3795,32,2,40
3795,85,1,44
3796,32,1,40
3796,145,1,37
3796,129,2,50
3797,146,2,50
3797,47,2,35
3797,20,2,37
3798,138,1,44
3798,132,1,54
3798,54,2,43
3799,86,2,64
3799,29,1,46
3799,141,1,53
3800,149,1,41
3800,41,2,43
3800,137,1,59
3801,54,2,44
3801,66,1,39
3801,4,2,68
3802,9,1,66
3802,100,2,55
3802,20,2,38
3803,15,2,37
3803,79,2,32
3803,118,2,49
3804,149,1,42
3804,109,2,53
3804,35,1,48
3805,41,2,44
3805,29,1,47
3805,35,1,49
3806,65,2,45
3806,106,1,44
3806,54,2,45
3807,108,2,40
3807,118,2,50
3807,121,1,64
3808,146,2,51
3808,47,2,36
3808,29,1,48
3808,117,1,61
3809,98,2,45
3809,121,1,65
3809,119,2,52
3809,66,1,40
3810,27,1,47
3810,66,1,41
3810,3,2,48
3811,65,1,36
3811,59,2,63
3811,114,2,43
3811,83,1,42
3812,10,2,36
3812,9,1,67
3812,83,1,43
3812,85,2,48
3813,95,2,69
3813,138,1,45
3813,136,2,54
3814,82,2,42
3814,32,1,41
3814,1,2,51
3815,101,2,55
3815,124,1,35
3815,4,2,69
3815,46,2,63
3816,65,2,46
3816,99,2,67
3816,4,2,70
3816,141,1,54
3817,35,2,38
3817,100,1,47
3817,41,2,45
3818,132,1,55
3818,92,1,39
3818,25,1,38
3819,137,1,60
3819,66,1,42
3819,132,1,56
3820,86,2,65
3820,65,2,47
3820,136,2,55
3821,118,2,51
3821,4,2,71
3821,59,2,64
3821,42,2,72
3822,146,1,44
3822,41,2,46
3822,42,2,73
3823,79,2,33
3823,59,2,65
3823,47,2,37
3824,121,1,66
3824,54,2,46
3824,41,2,47
3825,118,1,50
3825,123,1,45
3825,97,1,56
3826,112,2,50
3826,100,2,56
3826,86,2,66
3827,27,1,48
3827,111,2,53
3827,109,2,54
3828,20,2,39
3828,83,1,44
3828,32,2,41
3829,35,2,39
3829,27,1,49
3829,118,2,52
3830,79,1,68
3830,119,2,53
3830,32,2,42
3831,123,1,46
3831,124,1,36
3831,47,2,38
3832,65,1,37
3832,15,2,38
3832,74,2,48
3832,78,1,49
3833,46,2,64
3833,82,2,43
3833,119,2,54
3833,47,2,39
3834,136,2,56
3834,79,1,69
3834,78,1,50
3835,98,2,46
3835,100,2,57
3835,27,1,50
3835,145,1,38
3836,134,1,68
3836,75,1,67
3836,28,2,46
3837,141,1,55
3837,46,2,65
3837,63,2,53
3838,66,1,43
3838,4,2,72
3838,136,2,57
3839,42,2,74
3839,10,2,37
3839,13,1,51
3840,29,1,49
3840,137,1,61
3840,129,2,51
3841,118,2,53
3841,32,2,43
3841,13,1,52
3842,108,1,55
3842,25,1,39
3842,46,2,66
3842,35,2,40
3843,123,1,47
3843,70,2,42
3843,82,2,44
3844,132,1,57
3844,137,1,62
3844,86,2,67
3845,100,2,58
3845,146,2,52
3845,32,1,42
3845,74,2,49
3846,117,1,62
3846,101,2,56
3846,138,1,46
3846,20,2,40
3847,70,2,43
3847,141,1,56
3847,42,2,75
3848,106,1,45
3848,63,2,54
3848,145,1,39
3849,146,1,45
3849,47,2,40
3849,28,2,47
3850,79,2,34
3850,149,1,43
3850,138,1,47
3851,59,2,66
3851,86,2,68
3851,82,2,45
3852,117,1,63
3852,124,2,58
3852,146,2,53
3853,8,1,47
3853,86,2,69
3853,149,1,44
3854,108,1,56
3854,35,1,50
3854,78,1,51
3855,65,2,48
3855,66,1,44
3855,10,2,38
3856,32,1,43
3856,124,1,37
3856,118,2,54
3856,132,1,58
3857,136,2,58
3857,41,2,48
3857,9,1,68
3858,100,1,48
3858,29,1,50
3858,101,2,57
3859,108,1,57
3859,35,1,51
3859,8,1,48
3859,32,2,44
3860,141,1,57
3860,86,2,70
3860,136,2,59
3861,118,2,55
3861,111,2,54
3861,46,2,67
3862,32,2,45
3862,119,2,55
3862,124,1,38
3863,118,1,51
3863,32,2,46
3863,119,2,56
3864,132,1,59
3864,92,1,40
3864,99,2,68
3865,97,1,57
3865,92,1,41
3865,13,1,53
3866,134,1,69
3866,86,2,71
3866,35,1,52
3867,137,1,63
3867,145,1,40
3867,101,2,58
3868,15,2,39
3868,85,2,49
3868,59,2,67
3868,100,1,49
3869,134,1,70
3869,13,1,54
3869,92,1,42
3870,146,2,54
3870,10,2,39
3870,123,1,48
3871,129,2,52
3871,85,2,50
3871,134,1,71
3872,119,2,57
3872,63,2,55
3872,138,1,48
3873,132,1,60
3873,92,1,43
3873,4,2,73
3874,125,2,53
3874,100,2,59
3874,65,1,38
3875,112,2,51
3875,75,1,68
3875,10,2,40
3876,109,2,55
3876,132,1,61
3876,117,1,64
3876,27,1,51
3877,32,2,47
3877,15,2,40
3877,108,1,58
3878,86,2,72
3878,98,2,47
3878,145,1,41
3879,149,1,45
3879,137,1,64
3879,121,1,67
3880,146,1,46
3880,9,1,69
3880,42,2,76
3881,146,1,47
3881,118,2,56
3881,112,2,52
3882,119,2,58
3882,42,2,77
3882,146,1,48
3882,46,2,68
3883,27,1,52
3883,42,2,78
3883,99,2,69
3883,4,2,74
3884,82,2,46
3884,35,1,53
3884,13,1,55
3884,27,1,53
3885,54,2,47
3885,106,1,46
3885,149,1,46
3886,136,2,60
3886,59,2,68
3886,86,2,73
3887,117,1,65
3887,46,2,69
3887,82,2,47
3888,27,1,54
3888,137,1,65
3888,100,1,50
3888,75,1,69
3889,25,1,40
3889,74,1,48
3889,145,1,42
3890,1,2,52
3890,129,2,53
3890,86,2,74
3890,59,2,69
3891,118,1,52
3891,66,1,45
3891,10,2,41
3892,28,2,48
3892,10,2,42
3892,141,1,58
3893,109,2,56
3893,137,1,66
3893,32,1,44
3894,15,2,41
3894,1,2,53
3894,9,1,70
3895,141,1,59
3895,27,1,55
3895,98,2,48
3895,10,2,43
3896,109,2,57
3896,79,2,35
3896,145,1,43
3897,75,1,70
3897,111,2,55
3897,10,2,44
3898,79,1,70
3898,117,1,66
3898,15,2,42
3899,32,2,48
3899,27,1,56
3899,25,1,41
3900,65,1,39
3900,54,2,48
3900,78,1,52
3900,9,1,71
3901,123,1,49
3901,32,2,49
3901,98,2,49
3902,79,2,36
3902,66,1,46
3902,59,2,70
3903,75,1,71
3903,79,2,37
3903,129,2,54
3904,79,1,71
3904,119,2,59
3904,35,2,41
3905,66,1,47
3905,106,1,47
3905,82,2,48
3906,42,2,79
3906,123,1,50
3906,79,1,72
3907,35,1,54
3907,9,1,72
3907,82,2,49
3908,63,2,56
3908,27,2,36
3908,46,2,70
3908,42,2,80
3909,146,1,49
3909,75,1,72
3909,97,1,58
3909,118,2,57
3910,32,2,50
3910,4,2,75
3910,74,2,50
3911,146,2,55
3911,106,1,48
3911,97,1,59
3912,35,2,42
3912,98,2,50
3912,109,2,58
3912,42,2,81
3913,97,1,60
3913,78,1,53
3913,124,2,59
3913,125,2,54
3914,121,1,68
3914,97,1,61
3914,85,1,45
3915,138,1,49
3915,118,2,58
3915,75,1,73
3915,101,2,59
3916,149,1,47
3916,79,1,73
3916,27,2,37
3916,129,2,55
3917,54,2,49
3917,78,1,54
3917,113,1,36
3918,63,2,57
3918,129,2,56
3918,119,2,60
3919,85,1,46
3919,132,1,62
3919,119,2,61
3920,86,2,75
3920,129,2,57
3920,1,2,54
3921,97,1,62
3921,109,2,59
3921,146,2,56
3922,86,2,76
3922,97,1,63
3922,125,2,55
3923,136,2,61
3923,35,2,43
3923,86,2,77
3924,99,2,70
3924,123,1,51
3924,75,1,74
3925,100,2,60
3925,123,1,52
3925,129,2,58
3925,74,2,51
3926,27,1,57
3926,111,2,56
3926,129,2,59
3927,46,2,71
3927,123,1,53
3927,136,2,62
3927,149,1,48
3928,132,1,63
3928,111,2,57
3928,100,2,61
3928,85,1,47
3929,27,2,38
3929,119,2,62
3929,35,1,55
3930,137,1,67
3930,146,2,57
3930,42,2,82
3931,1,2,55
3931,63,2,58
3931,112,2,53
3932,32,1,45
3932,118,2,59
3932,113,1,37
3933,27,2,39
3933,137,1,68
3933,138,1,50
3934,32,1,46
3934,46,2,72
3934,4,2,76
3935,9,1,73
3935,129,2,60
3935,25,1,42
3936,141,1,60
3936,149,1,49
3936,13,1,56
3937,74,2,52
3937,95,2,70
3937,124,2,60
3938,99,2,71
3938,146,2,58
3938,141,1,61
3939,146,2,59
3939,138,1,51
3939,137,1,69
3940,42,2,83
3940,100,2,62
3940,123,1,54
3941,125,2,56
3941,25,1,43
3941,137,1,70
3941,59,2,71
3942,134,1,72
3942,106,1,49
3942,97,1,64
3943,118,2,60
3943,112,2,54
3943,79,1,74
3944,74,2,53
3944,4,2,77
3944,95,2,71
3945,4,2,78
3945,27,1,58
3945,121,1,69
3946,86,2,78
3946,85,1,48
3946,32,2,51
3947,82,2,50
3947,74,2,54
3947,79,1,75
3948,113,1,38
3948,146,2,60
3948,46,2,73
3949,125,2,57
3949,35,2,44
3949,15,2,43
3950,78,1,55
3950,79,1,76
3950,65,2,49
3951,32,1,47
3951,79,1,77
3951,54,2,50
3952,146,2,61
3952,65,1,40
3952,15,2,44
3953,1,2,56
3953,66,1,48
3953,25,1,44
3954,138,1,52
3954,15,2,45
3954,54,2,51
3955,124,2,61
3955,97,1,65
3955,75,1,75
3956,32,1,48
3956,46,2,74
3956,54,2,52
3956,118,2,61
3957,118,1,53
3957,13,1,57
3957,42,2,84
3958,137,1,71
3958,28,2,49
3958,74,2,55
3959,101,2,60
3959,32,2,52
3959,136,2,63
3960,4,2,79
3960,129,2,61
3960,136,2,64
3961,4,2,80
3961,79,2,38
3961,13,1,58
3961,9,1,74
3962,146,2,62
3962,59,2,72
3962,66,1,49
3963,113,1,39
3963,101,2,61
3963,100,2,63
3964,46,2,75
3964,79,1,78
3964,82,2,51
3965,112,2,55
3965,101,2,62
3965,54,2,53
3966,136,2,65
3966,54,2,54
3966,129,2,62
3967,35,1,56
3967,138,1,53
3967,95,2,72
3968,79,2,39
3968,28,2,50
3968,75,1,76
3969,111,2,58
3969,138,1,54
3969,66,1,50
3970,13,1,59
3970,32,2,53
3970,112,2,56
3971,109,2,60
3971,101,2,63
3971,112,2,57
3972,25,1,45
3972,79,1,79
3972,121,1,70
3973,118,2,62
3973,106,1,50
3973,99,2,72
3973,101,2,64
3974,65,1,41
3974,66,1,51
3974,28,2,51
3975,132,1,64
3975,146,1,50
3975,112,2,58
3976,109,2,61
3976,112,2,59
3976,111,2,59
3977,27,2,40
3977,79,2,40
3977,137,1,72
3978,79,2,41
3978,117,1,67
3978,121,1,71
3979,99,2,73
3979,134,1,73
3979,118,2,63
3979,32,1,49
3980,25,1,46
3980,28,2,52
3980,137,1,73
3981,28,2,53
3981,108,1,59
3981,111,2,60
3982,75,1,77
3982,109,2,62
3982,117,1,68
3982,27,1,59
3983,146,2,63
3983,35,2,45
3983,124,1,39
3984,124,2,62
3984,134,1,74
3984,27,2,41
3985,35,2,46
3985,138,1,55
3985,42,2,85
3986,136,2,66
3986,54,2,55
3986,113,1,40
3987,124,1,40
3987,129,2,63
3987,125,2,58
3988,136,2,67
3988,101,2,65
3988,79,2,42
3989,27,1,60
3989,54,2,56
3989,63,2,59
3990,74,2,56
3990,112,2,60
3990,118,2,64
3991,35,1,57
3991,66,1,52
3991,132,1,65
3992,13,1,60
3992,97,1,66
3992,65,1,42
3993,86,2,79
3993,101,2,66
3993,32,1,50
3994,125,2,59
3994,78,1,56
3994,79,1,80
3994,25,1,47
3995,137,1,74
3995,66,1,53
3995,146,1,51
3996,97,1,67
3996,65,1,43
3996,13,1,61
3997,141,1,62
3997,75,1,78
3997,132,1,66
3998,97,1,68
3998,106,1,51
3998,132,1,67
3999,28,2,54
3999,138,1,56
3999,112,2,61
4000,101,2,67
4000,112,2,62
4000,79,2,43
4000,82,2,52
4001,136,2,68
4001,109,2,63
4001,137,1,75
4002,124,1,41
4002,100,2,64
4002,27,2,42
4003,146,2,64
4003,13,1,62
4003,42,2,86
4004,111,2,61
4004,108,1,60
4004,79,1,81
4005,95,2,73
4005,124,2,63
4005,79,1,82
4006,28,2,55
4006,79,1,83
4006,101,2,68
4007,124,2,64
4007,112,2,63
4007,97,1,69
4008,118,2,65
4008,100,2,65
4008,35,1,58
4009,108,1,61
4009,141,1,63
4009,35,1,59
4010,82,2,53
4010,117,1,69
4010,109,2,64
4011,86,2,80
4011,138,1,57
4011,124,2,65
4012,99,2,74
4012,15,2,46
4012,66,1,54
4013,1,2,57
4013,82,2,54
4013,97,1,70
4014,66,1,55
4014,78,1,57
4014,125,2,60
4015,118,1,54
4015,54,2,57
4015,125,2,61
4016,137,1,76
4016,86,2,81
4016,123,1,55
4017,137,1,77
4017,123,1,56
4017,138,1,58
4018,106,1,52
4018,100,2,66
4018,132,1,68
4019,28,2,56
4019,118,1,55
4019,35,1,60
4019,134,1,75
4020,132,1,69
4020,82,2,55
4020,95,2,74
4020,74,2,57
4021,59,2,73
4021,86,2,82
4021,25,1,48
4022,118,1,56
4022,125,2,62
4022,27,2,43
4023,65,1,44
4023,95,2,75
4023,27,2,44
4024,123,1,57
4024,119,2,63
4024,82,2,56
4025,65,2,50
4025,1,2,58
4025,137,1,78
4025,79,1,84
4026,59,2,74
4026,27,2,45
4026,97,1,71
4027,66,1,56
4027,54,2,58
4027,32,1,51
4028,146,1,52
4028,97,1,72
4028,118,1,57
4028,42,2,87
4029,138,1,59
4029,146,2,65
4029,109,2,65
4029,54,2,59
4030,146,2,66
4030,66,1,57
4030,97,1,73
4031,79,2,44
4031,100,2,67
4031,141,1,64
4032,109,2,66
4032,78,1,58
4032,121,1,72
4033,66,1,58
4033,113,1,41
4033,141,1,65
4034,99,2,75
4034,54,2,60
4034,141,1,66
4034,129,2,64
4035,141,1,67
4035,27,1,61
4035,63,2,60
4036,136,2,69
4036,25,1,49
4036,59,2,75
4037,138,1,60
4037,125,2,63
4037,28,2,57
4038,111,2,62
4038,146,1,53
4038,4,2,81
4038,79,2,45
4039,117,1,70
4039,75,1,79
4039,65,2,51
4040,101,2,69
4040,66,1,59
4040,75,1,80
4041,112,2,64
4041,113,1,42
4041,4,2,82
4042,74,2,58
4042,124,1,42
4042,129,2,65
4043,146,2,67
4043,134,1,76
4043,138,1,61
4044,66,1,60
4044,100,2,68
4044,32,1,52
4045,123,1,58
4045,27,2,46
4045,100,2,69
4046,15,2,47
4046,46,2,76
4046,106,1,53
4047,146,2,68
4047,111,2,63
4047,134,1,77
4048,100,2,70
4048,35,1,61
4048,111,2,64
4048,75,1,81
4049,28,2,58
4049,4,2,83
4049,117,1,71
4050,75,1,82
4050,13,1,63
4050,32,1,53
4051,123,1,59
4051,136,2,70
4051,42,2,88
4052,129,2,66
4052,136,2,71
4052,113,1,43
4053,108,1,62
4053,132,1,70
4053,4,2,84
4053,146,1,54
4054,4,2,85
4054,101,2,70
4054,42,2,89
4055,63,2,61
4055,75,1,83
4055,137,1,79
4056,132,1,71
4056,63,2,62
4056,100,2,71
4056,117,1,72
4057,79,2,46
4057,123,1,60
4057,121,1,73
4058,32,2,54
4058,117,1,73
4058,138,1,62
4059,25,1,50
4059,112,2,65
4059,109,2,67
4060,117,1,74
4060,46,2,77
4060,95,2,76
4061,123,1,61
4061,112,2,66
4061,118,2,66
4062,137,1,80
4062,138,1,63
4062,27,2,47
4063,97,1,74
4063,75,1,84
4063,121,1,74
4064,99,2,76
4064,125,2,64
4064,146,2,69
4065,27,2,48
4065,74,2,59
4065,108,1,63
4066,123,1,62
4066,63,2,63
4066,13,1,64
4067,118,1,58
4067,146,1,55
4067,82,2,57
4068,146,2,70
4068,13,1,65
4068,119,2,64
4069,4,2,86
4069,1,2,59
4069,86,2,83
4070,125,2,65
4070,149,1,50
4070,78,1,59
4071,82,2,58
4071,106,1,54
4071,118,1,59
4072,124,2,66
4072,9,1,75
4072,79,1,85
4073,32,1,54
4073,9,1,76
4073,132,1,72
4074,32,1,55
4074,65,2,52
4074,136,2,72
4075,112,2,67
4075,78,1,60
4075,82,2,59
4076,125,2,66
4076,59,2,76
4076,129,2,67
4077,4,2,87
4077,138,1,64
4077,121,1,75
4077,74,2,60
4078,35,1,62
4078,106,1,55
4078,65,2,53
4079,138,1,65
4079,106,1,56
4079,15,2,48
4080,100,2,72
4080,42,2,90
4080,136,2,73
4080,119,2,65
4081,124,2,67
4081,32,1,56
4081,28,2,59
4082,108,1,64
4082,59,2,77
4082,124,2,68
4083,111,2,65
4083,79,2,47
4083,65,2,54
4084,111,2,66
4084,79,2,48
4084,35,1,63
4085,109,2,68
4085,134,1,78
4085,124,2,69
4086,59,2,78
4086,75,1,85
4086,35,1,64
4086,134,1,79
4087,146,2,71
4087,82,2,60
4087,100,2,73
4088,123,1,63
4088,82,2,61
4088,13,1,66
4089,27,1,62
4089,63,2,64
4089,42,2,91
4090,137,1,81
4090,119,2,66
4090,86,2,84
4091,32,1,57
4091,1,2,60
4091,106,1,57
4092,108,1,65
4092,65,2,55
4092,82,2,62
4092,118,2,67
4093,95,2,77
4093,99,2,77
4093,121,1,76
4094,1,2,61
4094,79,1,86
4094,86,2,85
4095,146,2,72
4095,124,2,70
4095,65,2,56
4095,141,1,68
4096,74,2,61
4096,27,1,63
4096,111,2,67
4097,132,1,73
4097,75,1,86
4097,82,2,63
4098,35,1,65
4098,27,1,64
4098,125,2,67
4099,101,2,71
4099,32,2,55
4099,97,1,75
4100,42,2,92
4100,13,1,67
4100,141,1,69
4101,124,2,71
4101,138,1,66
4101,82,2,64
4102,27,1,65
4102,129,2,68
4102,99,2,78
4103,65,2,57
4103,99,2,79
4103,146,1,56
4103,78,1,61
4104,63,2,65
4104,138,1,67
4104,112,2,68
4105,65,2,58
4105,35,1,66
4105,97,1,76
4105,121,1,77
4106,124,1,43
4106,78,1,62
4106,65,2,59
4107,109,2,69
4107,82,2,65
4107,117,1,75
4108,42,2,93
4108,32,2,56
4108,28,2,60
4109,124,2,72
4109,129,2,69
4109,109,2,70
4110,46,2,78
4110,112,2,69
4110,146,1,57
4111,106,1,58
4111,134,1,80
4111,66,1,61
4112,134,1,81
4112,118,2,68
4112,32,1,58
4113,9,1,77
4113,35,1,67
4113,136,2,74
4113,138,1,68
4114,118,1,60
4114,32,2,57
4114,74,2,62
4115,54,2,61
4115,32,2,58
4115,121,1,78
4116,9,1,78
4116,75,1,87
4116,27,1,66
4117,146,2,73
4117,106,1,59
4117,108,1,66
4118,100,2,74
4118,136,2,75
4118,118,2,69
4119,141,1,70
4119,111,2,68
4119,4,2,88
4120,141,1,71
4120,86,2,86
4120,125,2,68
4120,75,1,88
4121,101,2,72
4121,35,2,47
4121,1,2,62
4122,118,2,70
4122,138,1,69
4122,101,2,73
4123,138,1,70
4123,125,2,69
4123,1,2,63
4124,138,1,71
4124,32,2,59
4124,125,2,70
4124,106,1,60
4125,99,2,80
4125,32,1,59
4125,42,2,94
4126,136,2,76
4126,1,2,64
4126,99,2,81
4127,97,1,77
4127,78,1,63
4127,123,1,64
4128,132,1,74
4128,32,2,60
4128,59,2,79
4129,141,1,72
4129,149,1,51
4129,125,2,71
4130,35,2,48
4130,97,1,78
4130,66,1,62
4131,146,1,58
4131,97,1,79
4131,99,2,82
4132,134,1,82
4132,106,1,61
4132,59,2,80
4132,65,2,60
4133,65,2,61
4133,149,1,52
4133,35,2,49
4133,78,1,64
4134,99,2,83
4134,75,1,89
4134,27,1,67
4135,141,1,73
4135,119,2,67
4135,54,2,62
4136,1,2,65
4136,79,1,87
4136,134,1,83
4137,111,2,69
4137,54,2,63
4137,75,1,90
4138,54,2,64
4138,99,2,84
4138,119,2,68
4139,59,2,81
4139,141,1,74
4139,129,2,70
4140,118,2,71
4140,66,1,63
4140,13,1,68
4141,141,1,75
4141,132,1,75
4141,27,1,68
4142,146,2,74
4142,108,1,67
4142,13,1,69
4142,54,2,65
4143,108,1,68
4143,111,2,70
4143,119,2,69
4143,137,1,82
4144,54,2,66
4144,35,1,68
4144,13,1,70
4145,66,1,64
4145,118,2,72
4145,65,2,62
4146,79,1,88
4146,146,2,75
4146,138,1,72
4147,118,1,61
4147,75,1,91
4147,149,1,53
4148,146,2,76
4148,46,2,79
4148,13,1,71
4149,132,1,76
4149,32,2,61
4149,4,2,89
4149,86,2,87
4150,75,1,92
4150,112,2,70
4150,123,1,65
4151,141,1,76
4151,106,1,62
4151,65,2,63
4152,46,2,80
4152,79,1,89
4152,9,1,79
4152,141,1,77
4153,149,1,54
4153,27,1,69
4153,101,2,74
4154,118,2,73
4154,106,1,63
4154,65,2,64
4155,27,1,70
4155,121,1,79
4155,132,1,77
4156,134,1,84
4156,13,1,72
4156,54,2,67
4157,112,2,71
4157,78,1,65
4157,35,1,69
4158,123,1,66
4158,146,2,77
4158,63,2,66
4158,132,1,78
4159,149,1,55
4159,118,1,62
4159,63,2,67
4160,146,1,59
4160,97,1,80
4160,9,1,80
4161,125,2,72
4161,28,2,61
4161,101,2,75
4162,146,2,78
4162,82,2,66
4162,65,2,65
4162,9,1,81
4163,75,1,93
4163,78,1,66
4163,13,1,73
4164,35,2,50
4164,4,2,90
4164,66,1,65
4165,28,2,62
4165,123,1,67
4165,136,2,77
4166,123,1,68
4166,32,1,60
4166,66,1,66
4167,108,1,69
4167,111,2,71
4167,129,2,71
4168,78,1,67
4168,129,2,72
4168,9,1,82
4169,132,1,79
4169,99,2,85
4169,32,1,61
4170,82,2,67
4170,4,2,91
4170,13,1,74
4171,138,1,73
4171,66,1,67
4171,13,1,75
4171,109,2,71
4172,42,2,95
4172,117,1,76
4172,146,2,79
4173,4,2,92
4173,79,1,90
4173,75,1,94
4174,74,2,63
4174,4,2,93
4174,54,2,68
4175,99,2,86
4175,75,1,95
4175,123,1,69
4175,129,2,73
4176,65,2,66
4176,118,2,74
4176,1,2,66
4177,9,1,83
4177,75,1,96
4177,78,1,68
4177,125,2,73
4178,42,2,96
4178,117,1,77
4178,86,2,88
4179,4,2,94
4179,82,2,68
4179,134,1,85
4179,146,1,60
4180,32,2,62
4180,121,1,80
4180,35,2,51
4181,32,1,62
4181,123,1,70
4181,117,1,78
4182,112,2,72
4182,32,2,63
4182,134,1,86
4183,46,2,81
4183,86,2,89
4183,99,2,87
4184,79,1,91
4184,132,1,80
4184,78,1,69
4185,78,1,70
4185,118,1,63
4185,75,1,97
4186,59,2,82
4186,32,1,63
4186,136,2,78
4187,134,1,87
4187,28,2,63
4187,78,1,71
4187,118,1,64
4188,100,2,75
4188,123,1,71
4188,118,1,65
4189,9,1,84
4189,59,2,83
4189,13,1,76
4190,129,2,74
4190,79,1,92
4190,99,2,88
4190,121,1,81
4191,100,2,76
4191,28,2,64
4191,97,1,81
4192,118,1,66
4192,117,1,79
4192,119,2,70
4193,119,2,71
4193,65,2,67
4193,27,1,71
4194,28,2,65
4194,9,1,85
4194,121,1,82
4195,32,1,64
4195,124,2,73
4195,125,2,74
4195,111,2,72
4196,35,1,70
4196,74,2,64
4196,137,1,83
4197,65,2,68
4197,137,1,84
4197,95,2,78
4198,134,1,88
4198,13,1,77
4198,74,2,65
4199,132,1,81
4199,149,1,56
4199,28,2,66
4200,118,1,67
4200,132,1,82
4200,46,2,82
4201,125,2,75
4201,118,2,75
4201,46,2,83
4202,138,1,74
4202,1,2,67
4202,132,1,83
4203,124,2,74
4203,108,1,70
4203,141,1,78
4204,66,1,68
4204,82,2,69
4204,35,2,52
4205,108,1,71
4205,149,1,57
4205,99,2,89
4205,9,1,86
4206,118,1,68
4206,132,1,84
4206,32,2,64
4206,125,2,76
4207,124,2,75
4207,63,2,68
4207,59,2,84
4208,74,2,66
4208,59,2,85
4208,97,1,82
4209,106,1,64
4209,63,2,69
4209,146,1,61
4210,100,2,77
4210,75,1,98
4210,132,1,85
4210,35,1,71
4211,75,1,99
4211,129,2,75
4211,13,1,78
4212,138,1,75
4212,117,1,80
4212,46,2,84
4213,66,1,69
4213,28,2,67
4213,125,2,77
4214,82,2,70
4214,136,2,79
4214,137,1,85
4215,118,2,76
4215,99,2,90
4215,9,1,87
4215,28,2,68
4216,54,2,69
4216,1,2,68
4216,78,1,72
4217,112,2,73
4217,99,2,91
4217,78,1,73
4218,95,2,79
4218,54,2,70
4218,4,2,95
4219,35,1,72
4219,117,1,81
4219,28,2,69
4220,109,2,72
4220,117,1,82
4220,132,1,86
4220,78,1,74
4221,112,2,74
4221,13,1,79
4221,111,2,73
4221,32,2,65
4222,1,2,69
4222,134,1,89
4222,65,2,69
4223,13,1,80
4223,125,2,78
4223,106,1,65
4223,146,1,62
4224,141,1,79
4224,129,2,76
4224,149,1,58
4225,65,2,70
4225,118,1,69
4225,119,2,72
4226,106,1,66
4226,124,2,76
4226,146,2,80
4227,109,2,73
4227,1,2,70
4227,121,1,83
4228,136,2,80
4228,97,1,83
4228,146,1,63
4229,108,1,72
4229,86,2,90
4229,79,1,93
4230,100,2,78
4230,101,2,76
4230,118,2,77
4231,63,2,70
4231,35,1,73
4231,129,2,77
4231,138,1,76
4232,108,1,73
4232,75,1,100
4232,82,2,71
4233,125,2,79
4233,124,2,77
4233,112,2,75
4233,99,2,92
4234,124,2,78
4234,119,2,73
4234,79,1,94
4235,74,2,67
4235,66,1,70
4235,9,1,88
4236,100,2,79
4236,54,2,71
4236,99,2,93
4237,1,2,71
4237,141,1,80
4237,124,2,79
4238,79,1,95
4238,28,2,70
4238,35,2,53
4238,82,2,72
4239,74,2,68
4239,138,1,77
4239,63,2,71
4240,65,2,71
4240,82,2,73
4240,1,2,72
4241,101,2,77
4241,13,1,81
4241,129,2,78
4242,54,2,72
4242,66,1,71
4242,138,1,78
4243,137,1,86
4243,125,2,80
